CustomerID,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,log_frequency,log_monetary,cluster,segment
12905,577,2,1018.42,1,2,3,123,6,1.0986122886681098,6.926989117097435,1,At-Risk
12906,12,5,2919.81,5,4,5,545,14,1.791759469228055,7.979616254055095,4,Loyal
12907,396,2,508.91,2,2,2,222,6,1.0986122886681098,6.23423423955737,1,At-Risk
12908,176,5,1776.0,3,4,4,344,11,1.791759469228055,7.482681828154651,4,Loyal
12909,40,8,3103.19,4,4,5,445,13,2.1972245773362196,8.040508090769977,4,Loyal
12910,23,13,5796.52,4,5,5,455,14,2.6390573296152584,8.665185518886565,2,Champions
12911,552,1,1680.47,1,1,4,114,6,0.6931471805599453,7.4274236898079655,1,At-Risk
12912,3,5,1662.3,5,4,4,544,13,1.791759469228055,7.416558859796489,4,Loyal
12913,5,13,6700.86,5,5,5,555,15,2.6390573296152584,8.810140378792292,2,Champions
12914,401,1,223.98,2,1,1,211,4,0.6931471805599453,5.4160115093646795,3,Lost
12915,149,4,1174.75,3,3,3,333,9,1.6094379124341003,7.069661520825157,4,Loyal
12916,139,7,4654.02,3,4,5,345,12,2.0794415416798357,8.445701486157363,4,Loyal
12917,128,6,4359.2,3,4,5,345,12,1.9459101490553132,8.380273206850646,4,Loyal
12919,8,6,1335.19,5,4,4,544,13,1.9459101490553132,7.197577559553778,4,Loyal
12920,17,4,488.09,5,3,2,532,10,1.6094379124341003,6.192546521619673,0,New Customers
12921,9,74,35921.04,5,5,5,555,15,4.31748811353631,10.489106313676533,2,Champions
12922,161,1,405.38,3,1,2,312,6,0.6931471805599453,6.007288682454868,0,New Customers
12923,64,3,788.62,3,3,3,333,9,1.3862943611198906,6.6715518170791395,4,Loyal
12924,88,12,2461.45,3,5,4,354,12,2.5649493574615367,7.808912068271575,4,Loyal
12925,5,3,729.33,5,3,3,533,11,1.3862943611198906,6.593496486790971,4,Loyal
12926,411,4,1548.08,2,3,4,234,9,1.6094379124341003,7.345416485306618,1,At-Risk
12927,395,1,197.31,2,1,1,211,4,0.6931471805599453,5.289831462897738,3,Lost
12928,35,12,4304.89,4,5,5,455,14,2.5649493574615367,8.367739131847895,2,Champions
12929,312,1,117.85,2,1,1,211,4,0.6931471805599453,4.777862193806203,3,Lost
12930,78,2,415.8,3,2,2,322,7,1.0986122886681098,6.032606490439157,0,New Customers
12931,22,57,92347.34,4,5,5,455,14,4.060443010546419,11.433323010371083,2,Champions
12932,539,8,1698.56,1,4,4,144,9,2.1972245773362196,7.438124673014305,1,At-Risk
12933,24,8,1687.03,4,4,4,444,12,2.1972245773362196,7.431317447509821,4,Loyal
12934,737,1,181.65,1,1,1,111,3,0.6931471805599453,5.207571753241291,3,Lost
12935,2,15,4243.86,5,5,5,555,15,2.772588722239781,8.353464118225153,2,Champions
12936,17,4,1063.9,5,3,3,533,11,1.6094379124341003,6.970636177021338,4,Loyal
12937,15,9,3097.61,5,5,5,555,15,2.302585092994046,8.03870890282091,4,Loyal
12938,26,1,114.14,4,1,1,411,6,0.6931471805599453,4.7461487792476635,0,New Customers
12939,64,20,25264.8,3,5,5,355,13,3.044522437723423,10.13720698158251,2,Champions
12940,55,2,913.54,4,2,3,423,9,1.0986122886681098,6.818421206622862,0,New Customers
12941,724,1,377.49,1,1,2,112,4,0.6931471805599453,5.936189652449227,3,Lost
12942,131,3,942.65,3,3,3,333,9,1.3862943611198906,6.849755334684148,4,Loyal
12943,558,2,496.5,1,2,2,122,5,1.0986122886681098,6.209595556598647,3,Lost
12944,36,2,604.51,4,2,3,423,9,1.0986122886681098,6.406071078133402,0,New Customers
12945,288,2,900.11,2,2,3,223,7,1.0986122886681098,6.803627336726857,1,At-Risk
12946,437,1,324.45,1,1,2,112,4,0.6931471805599453,5.785208840018396,3,Lost
12947,144,6,1908.03,3,4,4,344,11,1.9459101490553132,7.554350538636317,4,Loyal
12948,16,9,2317.43,5,5,4,554,14,2.302585092994046,7.748645511441289,4,Loyal
12949,31,22,15526.7,4,5,5,455,14,3.1354942159291497,9.650380804724037,2,Champions
12950,2,3,1843.0,5,3,4,534,12,1.3862943611198906,7.519692404116539,4,Loyal
12951,9,15,3213.7200000000003,5,5,5,555,15,2.772588722239781,8.075495541121626,2,Champions
12952,6,4,1387.79,5,3,4,534,12,1.6094379124341003,7.236188143419333,4,Loyal
12953,10,2,828.8100000000001,5,2,3,523,10,1.0986122886681098,6.721196758922804,0,New Customers
12954,639,1,162.45,1,1,1,111,3,0.6931471805599453,5.09650713317022,3,Lost
12955,1,11,4757.16,5,5,5,555,15,2.4849066497880004,8.46761631787212,2,Champions
12956,306,4,521.89,2,3,2,232,7,1.6094379124341003,6.259371116895707,1,At-Risk
12957,10,13,8706.97,5,5,5,555,15,2.6390573296152584,9.071993977240556,2,Champions
12958,400,2,539.49,2,2,2,222,6,1.0986122886681098,6.2924761355205066,1,At-Risk
12959,484,1,150.95,1,1,1,111,3,0.6931471805599453,5.023551519362802,3,Lost
12960,414,4,1322.0700000000002,1,3,4,134,8,1.6094379124341003,7.187710072768178,1,At-Risk
12961,379,1,211.99,2,1,1,211,4,0.6931471805599453,5.361245216250509,3,Lost
12962,7,2,266.39,5,2,1,521,8,1.0986122886681098,5.588708266810736,0,New Customers
12963,8,12,3601.59,5,5,5,555,15,2.5649493574615367,8.189408310212553,2,Champions
12964,437,1,132.24,1,1,1,111,3,0.6931471805599453,4.892152013325479,3,Lost
12965,89,1,771.91,3,1,3,313,7,0.6931471805599453,6.65016261231351,0,New Customers
12966,10,1,160.18,5,1,1,511,7,0.6931471805599453,5.0825217528963655,0,New Customers
12967,358,3,4306.92,2,3,5,235,10,1.3862943611198906,8.368210468001717,1,At-Risk
12968,112,1,135.95,3,1,1,311,5,0.6931471805599453,4.919615895709087,0,New Customers
12969,603,1,122.45,1,1,1,111,3,0.6931471805599453,4.8158362157911885,3,Lost
12970,7,10,1523.91,5,5,4,554,14,2.3978952727983707,7.329690670906533,4,Loyal
12971,4,116,15972.79,5,5,5,555,15,4.762173934797756,9.67870453302808,2,Champions
12972,414,4,1161.2,1,3,3,133,7,1.6094379124341003,7.058070039641005,1,At-Risk
12973,414,1,385.55,1,1,2,112,4,0.6931471805599453,5.957261225766484,3,Lost
12974,198,2,408.95,2,2,2,222,6,1.0986122886681098,6.016035201042187,0,New Customers
12975,437,6,2100.09,1,4,4,144,9,1.9459101490553132,7.650211536671941,1,At-Risk
12976,212,8,3156.38,2,4,5,245,11,2.1972245773362196,8.057497848751854,4,Loyal
12977,156,4,517.63,3,3,2,332,8,1.6094379124341003,6.251190719483879,0,New Customers
12978,385,5,2502.82,2,4,4,244,10,1.791759469228055,7.825572844652115,1,At-Risk
12980,158,21,16245.78,3,5,5,355,13,3.091042453358316,9.695650014276662,2,Champions
12981,30,2,372.22,4,2,2,422,8,1.0986122886681098,5.922168058105326,0,New Customers
12982,243,8,2744.81,2,4,4,244,10,2.1972245773362196,7.917831392382723,4,Loyal
12983,598,1,490.08,1,1,2,112,4,0.6931471805599453,6.196607047312639,3,Lost
12984,19,1,97.5,5,1,1,511,7,0.6931471805599453,4.590056548178043,0,New Customers
12985,1,2,1239.38,5,2,4,524,11,1.0986122886681098,7.123173063265281,4,Loyal
12986,429,10,2729.84,1,5,4,154,10,2.3978952727983707,7.912364533159128,1,At-Risk
12987,74,5,1312.21,3,4,4,344,11,1.791759469228055,7.180229800584737,4,Loyal
12988,292,1,535.32,2,1,2,212,5,0.6931471805599453,6.284730997853663,0,New Customers
12989,3,33,13551.75,5,5,5,555,15,3.5263605246161616,9.51434475774539,2,Champions
12990,31,7,955.5,4,4,3,443,11,2.0794415416798357,6.863280788880307,4,Loyal
12991,23,3,764.82,4,3,3,433,10,1.3862943611198906,6.640947155181664,4,Loyal
12992,725,1,93.35,1,1,1,111,3,0.6931471805599453,4.547011271814559,3,Lost
12993,23,8,1259.63,4,4,4,444,12,2.1972245773362196,7.139366874987175,4,Loyal
12994,4,3,974.42,5,3,3,533,11,1.3862943611198906,6.882868147474188,4,Loyal
12995,85,1,211.32,3,1,1,311,5,0.6931471805599453,5.358094570583897,0,New Customers
12996,376,1,355.5,2,1,2,212,5,0.6931471805599453,5.8763342398543505,3,Lost
12997,22,8,2110.91,4,4,4,444,12,2.1972245773362196,7.655348030281802,4,Loyal
12998,493,3,920.08,1,3,3,133,7,1.3862943611198906,6.825546894589419,1,At-Risk
12999,196,3,455.88,2,3,2,232,7,1.3862943611198906,6.124420774356607,0,New Customers
13000,107,4,1032.5,3,3,3,333,9,1.6094379124341003,6.940706379121823,4,Loyal
13001,4,33,24172.1,5,5,5,555,15,3.5263605246161616,10.092995723644439,2,Champions
13002,318,3,414.13,2,3,2,232,7,1.3862943611198906,6.0285917241892655,1,At-Risk
13003,106,3,149.05,3,3,1,331,7,1.3862943611198906,5.010968571886377,0,New Customers
13004,12,36,11650.85,5,5,5,555,15,3.6109179126442243,9.363220244669996,2,Champions
13005,174,4,999.68,3,3,3,333,9,1.6094379124341003,6.908435047886894,4,Loyal
13006,56,1,81.57,4,1,1,411,6,0.6931471805599453,4.413646418429337,0,New Customers
13007,580,1,175.25,1,1,1,111,3,0.6931471805599453,5.171903441692378,3,Lost
13008,323,3,612.13,2,3,3,233,8,1.3862943611198906,6.4185769852303105,1,At-Risk
13009,673,1,234.0,1,1,1,111,3,0.6931471805599453,5.459585514144159,3,Lost
13010,374,2,330.12,2,2,2,222,6,1.0986122886681098,5.802480847440477,3,Lost
13011,372,1,101.1,2,1,1,211,4,0.6931471805599453,4.625952725170619,3,Lost
13012,9,11,2972.83,5,5,5,555,15,2.4849066497880004,7.997605963315002,4,Loyal
13013,1,29,12625.77,5,5,5,555,15,3.4011973816621555,9.443574442336539,2,Champions
13014,11,11,5381.08,5,5,5,555,15,2.4849066497880004,8.590830195539068,2,Champions
13015,53,11,6586.42,4,5,5,455,14,2.4849066497880004,8.792917048563352,2,Champions
13016,73,3,789.89,3,3,3,333,9,1.3862943611198906,6.673158893621945,4,Loyal
13017,7,1,204.0,5,1,1,511,7,0.6931471805599453,5.3230099791384085,0,New Customers
13018,16,35,9763.16,5,5,5,555,15,3.58351893845611,9.186473818105341,2,Champions
13019,379,6,1229.95,2,4,4,244,10,1.9459101490553132,7.115541507975305,1,At-Risk
13020,563,2,618.96,1,2,3,123,6,1.0986122886681098,6.42965495982885,3,Lost
13021,4,17,4887.24,5,5,5,555,15,2.8903717578961645,8.494587599482408,2,Champions
13023,64,3,1251.03,3,3,4,334,10,1.3862943611198906,7.13252151303431,4,Loyal
13024,471,2,555.87,1,2,2,122,5,1.0986122886681098,6.32233181950912,1,At-Risk
13025,732,1,323.39,1,1,2,112,4,0.6931471805599453,5.781946495625555,3,Lost
13026,1,9,1733.08,5,5,4,554,14,2.302585092994046,7.458232292377749,4,Loyal
13027,114,19,17335.2,3,5,5,355,13,2.995732273553991,9.760552079836312,2,Champions
13028,23,2,661.3199999999999,4,2,3,423,9,1.0986122886681098,6.49574882283055,0,New Customers
13029,31,5,1927.3,4,4,4,444,12,1.791759469228055,7.564394064725559,4,Loyal
13030,11,2,1227.22,5,2,4,524,11,1.0986122886681098,7.113321245755551,4,Loyal
13031,407,5,3419.27,2,4,5,245,11,1.791759469228055,8.137474774308892,1,At-Risk
13032,52,9,2843.55,4,5,4,454,13,2.302585092994046,7.953160161817899,4,Loyal
13033,357,2,220.55,2,2,1,221,5,1.0986122886681098,5.400648297645499,3,Lost
13034,55,3,922.68,4,3,3,433,10,1.3862943611198906,6.828365691312624,4,Loyal
13035,74,3,1364.2,3,3,4,334,10,1.3862943611198906,7.219056217032552,4,Loyal
13036,685,1,307.1,1,1,2,112,4,0.6931471805599453,5.730424405602622,3,Lost
13037,138,12,3914.95,3,5,5,355,13,2.5649493574615367,8.272813235438141,2,Champions
13038,80,3,908.46,3,3,3,333,9,1.3862943611198906,6.812851016782114,4,Loyal
13039,584,4,1010.73,1,3,3,133,7,1.6094379124341003,6.919417015831408,1,At-Risk
13040,9,2,676.99,5,2,3,523,10,1.0986122886681098,6.519132538569087,0,New Customers
13041,451,4,799.13,1,3,3,133,7,1.6094379124341003,6.684774214466232,1,At-Risk
13042,598,3,1556.54,1,3,4,134,8,1.3862943611198906,7.350862932514812,1,At-Risk
13043,273,1,516.42,2,1,2,212,5,0.6931471805599453,6.248854923817375,0,New Customers
13044,291,11,4853.9,2,5,5,255,12,2.4849066497880004,8.487743783190949,2,Champions
13045,99,3,808.9200000000001,3,3,3,333,9,1.3862943611198906,6.696935477356759,4,Loyal
13046,31,3,949.25,4,3,3,433,10,1.3862943611198906,6.856725107869358,4,Loyal
13047,57,23,8790.210000000001,4,5,5,455,14,3.1780538303479458,9.081507637633205,2,Champions
13048,14,9,4084.21,5,5,5,555,15,2.302585092994046,8.315128413561517,4,Loyal
13049,64,4,1408.24,3,3,4,334,10,1.6094379124341003,7.250805830963473,4,Loyal
13050,15,34,12235.3,5,5,5,555,15,3.5553480614894135,9.412162222786517,2,Champions
13051,579,2,155.8,1,2,1,121,4,1.0986122886681098,5.054971107916307,3,Lost
13052,212,7,3167.68,2,4,5,245,11,2.0794415416798357,8.061070376365706,4,Loyal
13053,622,1,127.65,1,1,1,111,3,0.6931471805599453,4.857095538727753,3,Lost
13055,78,4,2321.11,3,3,4,334,10,1.6094379124341003,7.7502315340901236,4,Loyal
13056,551,1,209.48,1,1,1,111,3,0.6931471805599453,5.349390636732037,3,Lost
13057,530,3,722.09,1,3,3,133,7,1.3862943611198906,6.583533695739408,1,At-Risk
13058,25,3,271.40000000000003,4,3,1,431,8,1.3862943611198906,5.607271574275358,0,New Customers
13059,250,10,2303.17,2,5,4,254,11,2.3978952727983707,7.7424758038160455,4,Loyal
13060,254,1,307.53000000000003,2,1,2,212,5,0.6931471805599453,5.731819083350057,0,New Customers
13061,72,1,248.61,3,1,1,311,5,0.6931471805599453,5.519899699795292,0,New Customers
13062,191,1,346.98,3,1,2,312,6,0.6931471805599453,5.85214500685857,0,New Customers
13063,481,1,188.4,1,1,1,111,3,0.6931471805599453,5.243861180751978,3,Lost
13064,13,6,1680.74,5,4,4,544,13,1.9459101490553132,7.427584250701029,4,Loyal
13065,373,5,1260.91,2,4,4,244,10,1.791759469228055,7.140381725185672,1,At-Risk
13066,24,2,470.8,4,2,2,422,8,1.0986122886681098,6.1565551669735745,0,New Customers
13067,82,3,508.51,3,3,2,332,8,1.3862943611198906,6.233449479555548,0,New Customers
13068,10,2,344.0,5,2,2,522,9,1.0986122886681098,5.84354441703136,0,New Customers
13069,1,38,9683.13,5,5,5,555,15,3.6635616461296463,9.17824374217272,2,Champions
13070,192,4,751.7,2,3,3,233,8,1.6094379124341003,6.623666742040486,4,Loyal
13071,612,1,129.22,1,1,1,111,3,0.6931471805599453,4.869225327808716,3,Lost
13072,267,1,177.15,2,1,1,211,4,0.6931471805599453,5.182625892051845,0,New Customers
13073,411,2,418.08,2,2,2,222,6,1.0986122886681098,6.038061832484764,1,At-Risk
13074,511,4,1378.74,1,3,4,134,8,1.6094379124341003,7.229650354603547,1,At-Risk
13075,130,1,919.61,3,1,3,313,7,0.6931471805599453,6.825036493805135,0,New Customers
13076,458,1,135.4,1,1,1,111,3,0.6931471805599453,4.915591745409362,3,Lost
13077,1,11,3064.67,5,5,5,555,15,2.4849066497880004,8.028021421545077,2,Champions
13078,3,57,29532.45,5,5,5,555,15,4.060443010546419,10.29327879825586,2,Champions
13079,4,6,419.18,5,4,2,542,11,1.9459101490553132,6.040683190895481,4,Loyal
13080,179,4,280.73,3,3,2,332,8,1.6094379124341003,5.640949165484632,0,New Customers
13081,12,28,59205.15,5,5,5,555,15,3.367295829986474,10.988780700611546,2,Champions
13082,126,21,7335.75,3,5,5,355,13,3.091042453358316,8.900651244261311,2,Champions
13083,4,3,395.43,5,3,2,532,10,1.3862943611198906,5.982499480722332,0,New Customers
13084,492,1,122.4,1,1,1,111,3,0.6931471805599453,4.8154311114712876,3,Lost
13085,158,8,2433.28,3,4,4,344,11,2.1972245773362196,7.7974063039073975,4,Loyal
13086,383,1,439.33,2,1,2,212,5,0.6931471805599453,6.087524445802853,3,Lost
13087,726,1,313.64,1,1,2,112,4,0.6931471805599453,5.751429128123554,3,Lost
13088,417,1,236.11,1,1,1,111,3,0.6931471805599453,5.468524168478886,3,Lost
13089,3,203,116737.86,5,5,5,555,15,5.318119993844216,11.667694753419712,2,Champions
13090,9,23,14073.09,5,5,5,555,15,3.1780538303479458,9.552090797276547,2,Champions
13091,28,2,1108.8,4,2,3,423,9,1.0986122886681098,7.011935097891801,0,New Customers
13092,71,12,2140.28,3,5,4,354,12,2.5649493574615367,7.669159060048065,4,Loyal
13093,276,55,54943.65,2,5,5,255,12,4.02535169073515,10.914081593854366,2,Champions
13094,21,13,2433.1200000000003,4,5,4,454,13,2.6390573296152584,7.797340573893407,2,Champions
13095,71,1,74.39999999999999,3,1,1,311,5,0.6931471805599453,4.32280727501391,0,New Customers
13096,394,1,419.7000000000001,2,1,2,212,5,0.6931471805599453,6.041919990596475,3,Lost
13097,33,27,13080.48,4,5,5,455,14,3.332204510175204,9.478952768457324,2,Champions
13098,1,28,28882.44,5,5,5,555,15,3.367295829986474,10.271023699486712,2,Champions
13099,99,1,207.36,3,1,1,311,5,0.6931471805599453,5.339267352876991,0,New Customers
13101,234,4,695.4,2,3,3,233,8,1.6094379124341003,6.545924207894034,1,At-Risk
13102,1,37,11696.92,5,5,5,555,15,3.6375861597263857,9.367166327203728,2,Champions
13103,40,3,709.64,4,3,3,433,10,1.3862943611198906,6.566165972461445,0,New Customers
13104,3,9,1709.1,5,5,4,554,14,2.302585092994046,7.444307127319008,4,Loyal
13105,436,1,72.0,1,1,1,111,3,0.6931471805599453,4.290459441148391,3,Lost
13106,133,2,603.46,3,2,3,323,8,1.0986122886681098,6.4043354974767395,0,New Customers
13107,44,9,5253.07,4,5,5,455,14,2.302585092994046,8.56675829333907,2,Champions
13108,373,2,1098.52,2,2,3,223,7,1.0986122886681098,7.002628999915781,1,At-Risk
13109,60,3,1134.03,3,3,3,333,9,1.3862943611198906,7.034414361284253,4,Loyal
13110,31,12,2957.4700000000003,4,5,5,455,14,2.5649493574615367,7.992427521791549,2,Champions
13111,719,1,321.88000000000005,1,1,2,112,4,0.6931471805599453,5.777280737165245,3,Lost
13112,541,1,20.6,1,1,1,111,3,0.6931471805599453,3.0726933146901194,3,Lost
13113,1,37,18625.73,5,5,5,555,15,3.6375861597263857,9.832352924840173,2,Champions
13114,731,1,234.38,1,1,1,111,3,0.6931471805599453,5.461201229449516,3,Lost
13115,12,10,5494.7,5,5,5,555,15,2.3978952727983707,8.611721247259522,2,Champions
13116,138,1,501.14,3,1,2,312,6,0.6931471805599453,6.218878965272838,0,New Customers
13117,22,18,2643.81,4,5,4,454,13,2.9444389791664403,7.880354508063847,2,Champions
13118,20,9,2415.41,4,5,4,454,13,2.302585092994046,7.790038246643707,4,Loyal
13119,669,1,134.9,1,1,1,111,3,0.6931471805599453,4.911919321157098,3,Lost
13120,239,1,30.6,2,1,1,211,4,0.6931471805599453,3.4531571205928664,0,New Customers
13121,269,1,283.73,2,1,2,212,5,0.6931471805599453,5.6515413628105104,0,New Customers
13122,94,2,922.39,3,2,3,323,8,1.0986122886681098,6.828051680471256,0,New Customers
13123,473,2,506.75,1,2,2,122,5,1.0986122886681098,6.229989200460494,1,At-Risk
13124,90,4,4782.45,3,3,5,335,11,1.6094379124341003,8.472917322466122,4,Loyal
13125,524,1,158.57,1,1,1,111,3,0.6931471805599453,5.072482697422336,3,Lost
